Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,GEO_Accession (exp),lab,create_date,version,AGE,sex,sample_type,donor_id,tissue,dev_stage,health_state,source_name,source,biomaterial_provider,cell_organism,datatype_description,datatype,lab_description,Library Name,strain_description,age_description,cell_sex,labversion,strain,cell_description,cell,replicate,labexpid,antibody,control_description,control,controlid,antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,Description,softwareversion,Donor,note,instrument_model (run),biomaterial_type,cell_type,cell_line,treatment_description,treatment,tissue_type,antibody_description,Line,replicate_description,read_name_barcode_proc_directive (run),collection_date,ENCODE_accession,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,treatments,labversion_description,AssemblyName,model_organism_mating_status,softwareversion_description
SRR14305470,ATAC-seq,100,4868978688,PRJNA63471,SAMN05202026,2149534461,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661020,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS014AAA,SRP013703,GSM5258695,"Len Pennacchio, LBNL",2021-04-27T22:39:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305511,ATAC-seq,100,5249310764,PRJNA63471,SAMN05202063,2368669654,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661044,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS406RIE,SRP013703,GSM5258724,"Len Pennacchio, LBNL",2021-04-28T06:48:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305512,ATAC-seq,100,5350237165,PRJNA63471,SAMN05202064,2422742148,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661045,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS022IBY,SRP013703,GSM5258725,"Len Pennacchio, LBNL",2021-04-28T04:58:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305654,ATAC-seq,100,2427142386,PRJNA63471,SAMN04284177,1040826405,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661185,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS909LOF,SRP013703,GSM5258754,"Len Pennacchio, LBNL",2021-04-28T06:31:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305655,ATAC-seq,100,2925780539,PRJNA63471,SAMN04284112,1259118688,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661186,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS595EMK,SRP013703,GSM5258755,"Len Pennacchio, LBNL",2021-04-28T09:16:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305703,ATAC-seq,100,5260975130,PRJNA63471,SAMN04284122,2379904129,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661231,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS684MLE,SRP013703,GSM5258771,"Len Pennacchio, LBNL",2021-04-27T23:28:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305704,ATAC-seq,100,3759990521,PRJNA63471,SAMN04284081,1718224192,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661232,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS463JSE,SRP013703,GSM5258772,"Len Pennacchio, LBNL",2021-04-27T23:42:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305708,ATAC-seq,100,4655978684,PRJNA63471,SAMN04284064,2028870166,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661235,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS373XWZ,SRP013703,GSM5258776,"Len Pennacchio, LBNL",2021-04-28T07:38:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,liver,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305709,ATAC-seq,100,6086686860,PRJNA63471,SAMN04284015,2658064751,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661236,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS146FGW,SRP013703,GSM5258777,"Len Pennacchio, LBNL",2021-04-28T04:41:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,liver,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305714,ATAC-seq,100,6426665947,PRJNA63471,SAMN05202045,2844547584,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661241,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS042AAA,SRP013703,GSM5258785,"Len Pennacchio, LBNL",2021-04-28T07:14:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,lung,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305715,ATAC-seq,100,5193986296,PRJNA63471,SAMN05202048,2317225571,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661242,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS558AAA,SRP013703,GSM5258786,"Len Pennacchio, LBNL",2021-04-28T03:35:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,lung,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305716,ATAC-seq,100,5501649030,PRJNA63471,SAMN05202044,2457127121,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661243,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS559AAA,SRP013703,GSM5258787,"Len Pennacchio, LBNL",2021-04-28T06:51:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,liver,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305717,ATAC-seq,100,7063786879,PRJNA63471,SAMN05202041,3178103616,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661244,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS043AAA,SRP013703,GSM5258788,"Len Pennacchio, LBNL",2021-04-28T01:32:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,liver,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305730,ATAC-seq,48,3768939504,PRJNA63471,SAMN18814571,1527194907,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661254,NextSeq 500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS836RGY,SRP013703,GSM5258800,"Ross Hardison, PennState",2021-04-28T02:55:00Z,1,5-6 week,not collected,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutrophil,,,,,,,,,,,,,,,,,,
SRR14305783,ATAC-seq,100,2735831613,PRJNA63471,SAMN04284138,1231717778,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661289,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS764ZZN,SRP013703,GSM5258845,"Len Pennacchio, LBNL",2021-04-28T07:43:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305784,ATAC-seq,100,3074458256,PRJNA63471,SAMN04284159,1373294051,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661290,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS847MIW,SRP013703,GSM5258846,"Len Pennacchio, LBNL",2021-04-28T01:11:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305785,ATAC-seq,100,3209097374,PRJNA63471,SAMN04284156,1426854368,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661291,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS833ZFI,SRP013703,GSM5258847,"Len Pennacchio, LBNL",2021-04-28T09:18:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,lung,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305786,ATAC-seq,100,5958645970,PRJNA63471,SAMN04284066,2665788278,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661292,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS377RBN,SRP013703,GSM5258848,"Len Pennacchio, LBNL",2021-04-28T08:03:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,lung,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305796,ATAC-seq,100,2173722632,PRJNA63471,SAMN04284143,981744581,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661300,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS793TEW,SRP013703,GSM5258860,"Len Pennacchio, LBNL",2021-04-28T09:57:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305797,ATAC-seq,100,4285717521,PRJNA63471,SAMN04284041,1917741830,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661301,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS243DCE,SRP013703,GSM5258861,"Len Pennacchio, LBNL",2021-04-27T23:44:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305814,ATAC-seq,100,4080248742,PRJNA63471,SAMN05202033,1783798090,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661316,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS020AAA,SRP013703,GSM5258881,"Len Pennacchio, LBNL",2021-04-27T23:25:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,intestine,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305823,ATAC-seq,100,3144687547,PRJNA63471,SAMN04284014,1409924930,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661324,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS141GPQ,SRP013703,GSM5258890,"Len Pennacchio, LBNL",2021-04-28T07:32:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305824,ATAC-seq,100,2981901221,PRJNA63471,SAMN04284085,1337183384,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661325,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS468NAL,SRP013703,GSM5258891,"Len Pennacchio, LBNL",2021-04-28T04:24:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305856,ATAC-seq,100,4897083726,PRJNA63471,SAMN05202070,2134795246,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661342,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS280TPA,SRP013703,GSM5258933,"Len Pennacchio, LBNL",2021-04-27T22:28:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305866,ATAC-seq,100,2904053013,PRJNA63471,SAMN04284170,1290023391,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661346,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS896ZED,SRP013703,GSM5258956,"Len Pennacchio, LBNL",2021-04-27T23:39:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305867,ATAC-seq,100,3634918670,PRJNA63471,SAMN04284021,1629295536,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661347,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS176PGP,SRP013703,GSM5258957,"Len Pennacchio, LBNL",2021-04-28T11:06:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305872,ATAC-seq,100,3347579494,PRJNA63471,SAMN04283991,1489001238,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661351,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS066IEL,SRP013703,GSM5258962,"Len Pennacchio, LBNL",2021-04-28T05:34:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305885,ATAC-seq,100,5159682080,PRJNA63471,SAMN04284144,2317632497,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661364,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS793ZRY,SRP013703,GSM5258975,"Len Pennacchio, LBNL",2021-04-28T07:44:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305886,ATAC-seq,100,4992874108,PRJNA63471,SAMN04284045,2258875933,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661365,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS273RVL,SRP013703,GSM5258976,"Len Pennacchio, LBNL",2021-04-28T09:22:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305887,ATAC-seq,100,4969056994,PRJNA63471,SAMN05202062,2133371188,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661366,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS004ZLN,SRP013703,GSM5258979,"Len Pennacchio, LBNL",2021-04-28T09:58:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305888,ATAC-seq,100,4961259750,PRJNA63471,SAMN05202061,2109638510,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661367,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS452TDN,SRP013703,GSM5258980,"Len Pennacchio, LBNL",2021-04-27T23:25:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305928,ATAC-seq,100,5341962740,PRJNA63471,SAMN04284146,2343853421,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661400,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS802FTI,SRP013703,GSM5259031,"Len Pennacchio, LBNL",2021-04-28T07:08:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305929,ATAC-seq,100,7420329556,PRJNA63471,SAMN04284036,3242368559,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661401,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS228OBS,SRP013703,GSM5259032,"Len Pennacchio, LBNL",2021-04-28T00:00:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305943,ATAC-seq,100,4916104001,PRJNA63471,SAMN05202050,2212309240,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661412,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS015AAA,SRP013703,GSM5259056,"Len Pennacchio, LBNL",2021-04-27T23:29:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305944,ATAC-seq,100,5435950421,PRJNA63471,SAMN05202049,2404913292,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661413,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS003AAA,SRP013703,GSM5259057,"Len Pennacchio, LBNL",2021-04-28T08:54:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305945,ATAC-seq,100,4271154331,PRJNA63471,SAMN04284052,1925124115,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661414,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS296PIR,SRP013703,GSM5259058,"Len Pennacchio, LBNL",2021-04-27T22:23:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305946,ATAC-seq,100,4454921921,PRJNA63471,SAMN04283987,2012857479,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661415,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS052EWC,SRP013703,GSM5259059,"Len Pennacchio, LBNL",2021-04-28T09:50:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306037,ATAC-seq,100,3489975461,PRJNA63471,SAMN04284132,1540431987,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661485,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS735QNY,SRP013703,GSM5259154,"Len Pennacchio, LBNL",2021-04-28T09:17:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306038,ATAC-seq,100,3149060960,PRJNA63471,SAMN04284124,1397270055,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661486,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS696JKV,SRP013703,GSM5259155,"Len Pennacchio, LBNL",2021-04-27T22:20:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306061,ATAC-seq,50,3372345850,PRJNA63471,SAMN18814519,1181216515,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661506,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS529DMU,SRP013703,GSM5259181,"Ross Hardison, PennState",2021-04-27T22:09:00Z,1,0 day,male,cell line,ENCDO072AAA,,postnatal,,,Unknown Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1E-ER4,,,,,,,,,,,,,treatment_term_id: CHEBI:16469; treatment_term_name: 17Beta-estradiol; treatment_type: chemical; duration: 24; duration_units: hour; UCSC-ENCODE-cv:diffProtD_24hr;,,,,
SRR14306062,ATAC-seq,50,3501174600,PRJNA63471,SAMN18814521,1222335801,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661507,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS840HQL,SRP013703,GSM5259182,"Ross Hardison, PennState",2021-04-28T02:46:00Z,1,0 day,male,cell line,ENCDO072AAA,,postnatal,,,Unknown Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1E-ER4,,,,,,,,,,,,,treatment_term_id: CHEBI:16469; treatment_term_name: 17Beta-estradiol; treatment_type: chemical; duration: 24; duration_units: hour; UCSC-ENCODE-cv:diffProtD_24hr;,,,,
SRR14306095,ATAC-seq,100,4158866165,PRJNA63471,SAMN04284190,1926731675,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661529,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS956BQY,SRP013703,GSM5259213,"Len Pennacchio, LBNL",2021-04-28T06:46:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,neural tube,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
