chr	start	end	repName	id	pid	cpm.c
chr8	10559536	10559805	ORR1E	chr8:10559536-10559805|ORR1E	chr8:10559409-10559968|peak_292028	7
chr8	10602545	10602859	ORR1E	chr8:10602545-10602859|ORR1E	chr8:10602403-10603012|peak_292037	8
chr8	10703718	10703981	ORR1D2	chr8:10703718-10703981|ORR1D2	chr8:10703545-10704110|peak_292057	1
chr8	10820862	10820955	ORR1E	chr8:10820862-10820955|ORR1E	chr8:10820576-10821146|peak_292089	2
chr8	10839199	10839283	ORR1D2	chr8:10839199-10839283|ORR1D2	chr8:10838980-10839572|peak_292095	5
chr8	10872219	10872348	ORR1E	chr8:10872219-10872348|ORR1E	chr8:10871895-10872613|peak_292110	3
chr8	10925729	10925986	ORR1E	chr8:10925729-10925986|ORR1E	chr8:10925490-10926116|peak_292127	3
chr8	11093706	11093926	ORR1E	chr8:11093706-11093926|ORR1E	chr8:11093620-11093885|peak_292181	5
chr8	11114119	11114467	ORR1E	chr8:11114119-11114467|ORR1E	chr8:11113952-11114495|peak_292190	7
chr8	11116303	11116628	ORR1E	chr8:11116303-11116628|ORR1E	chr8:11116314-11116982|peak_292192	1
chr8	11138384	11138669	ORR1E	chr8:11138384-11138669|ORR1E	chr8:11138127-11139297|peak_292197	2
chr8	11337794	11338144	ORR1E	chr8:11337794-11338144|ORR1E	chr8:11337499-11338417|peak_292267	7
chr8	11600370	11600685	ORR1E	chr8:11600370-11600685|ORR1E	chr8:11600319-11600836|peak_292356	1
chr8	12241153	12241494	ORR1E	chr8:12241153-12241494|ORR1E	chr8:12241066-12241625|peak_292433	8
chr8	14319955	14320340	ORR1D2	chr8:14319955-14320340|ORR1D2	chr8:14319903-14320166|peak_292826	6
chr8	16427451	16427751	ORR1E	chr8:16427451-16427751|ORR1E	chr8:16427314-16427948|peak_293039	7
chr8	17088531	17088869	ORR1D2	chr8:17088531-17088869|ORR1D2	chr8:17088264-17088857|peak_293063	6
chr8	18858596	18858910	ORR1E	chr8:18858596-18858910|ORR1E	chr8:18858449-18859048|peak_293231	5
chr8	22079330	22079692	ORR1E	chr8:22079330-22079692|ORR1E	chr8:22079234-22079916|peak_293387	6
chr8	22414098	22414414	ORR1D2	chr8:22414098-22414414|ORR1D2	chr8:22414080-22414600|peak_293433	1
chr8	22423307	22423577	ORR1D2	chr8:22423307-22423577|ORR1D2	chr8:22423135-22423726|peak_293436	2
chr8	22525145	22525497	ORR1D2	chr8:22525145-22525497|ORR1D2	chr8:22525199-22525795|peak_293465	6
chr8	22619866	22620218	ORR1E	chr8:22619866-22620218|ORR1E	chr8:22619909-22620183|peak_293490	2
chr8	22620249	22620557	ORR1D2	chr8:22620249-22620557|ORR1D2	chr8:22620326-22620595|peak_293491	6
chr8	22728771	22729119	ORR1D2	chr8:22728771-22729119|ORR1D2	chr8:22728623-22729215|peak_293532	4
chr8	23217002	23217309	ORR1E	chr8:23217002-23217309|ORR1E	chr8:23216914-23217167|peak_293622	8
chr8	24344428	24344479	ORR1D2	chr8:24344428-24344479|ORR1D2	chr8:24344202-24344739|peak_293727	1
chr8	24430598	24430917	ORR1E	chr8:24430598-24430917|ORR1E	chr8:24430577-24430834|peak_293749	8
chr8	25017759	25017816	ORR1E	chr8:25017759-25017816|ORR1E	chr8:25017509-25018310|peak_293834	7
chr8	25381392	25381668	ORR1D2	chr8:25381392-25381668|ORR1D2	chr8:25381362-25381953|peak_293952	6
chr8	25621649	25621971	ORR1E	chr8:25621649-25621971|ORR1E	chr8:25621572-25622163|peak_294016	3
chr8	26263139	26263493	ORR1D2	chr8:26263139-26263493|ORR1D2	chr8:26263021-26264019|peak_294122	5
chr8	26350655	26350982	ORR1E	chr8:26350655-26350982|ORR1E	chr8:26350510-26351065|peak_294133	8
chr8	26477154	26477497	ORR1E	chr8:26477154-26477497|ORR1E	chr8:26476612-26477406|peak_294157	3
chr8	31133668	31133990	ORR1E	chr8:31133668-31133990|ORR1E	chr8:31133344-31134079|peak_294484	8
chr8	31659278	31659650	ORR1E	chr8:31659278-31659650|ORR1E	chr8:31659157-31659716|peak_294534	8
chr8	32104545	32104862	ORR1E	chr8:32104545-32104862|ORR1E	chr8:32104434-32104954|peak_294581	1
chr8	32907124	32907356	ORR1D2	chr8:32907124-32907356|ORR1D2	chr8:32906808-32907270|peak_294628	6
chr8	33492447	33492794	ORR1E	chr8:33492447-33492794|ORR1E	chr8:33491762-33492803|peak_294705	6
chr8	33681983	33682302	ORR1D2	chr8:33681983-33682302|ORR1D2	chr8:33681834-33682458|peak_294755	5
chr8	33990058	33990438	ORR1D2	chr8:33990058-33990438|ORR1D2	chr8:33989874-33990482|peak_294861	2
chr8	34255086	34255440	ORR1E	chr8:34255086-34255440|ORR1E	chr8:34254905-34255521|peak_294921	6
chr8	34654726	34655046	ORR1D2	chr8:34654726-34655046|ORR1D2	chr8:34654611-34655229|peak_294999	4
chr8	35053489	35053804	ORR1E	chr8:35053489-35053804|ORR1E	chr8:35053341-35054282|peak_295093	7
chr8	35109847	35110151	ORR1E	chr8:35109847-35110151|ORR1E	chr8:35109443-35110148|peak_295104	6
chr8	35136663	35136981	ORR1E	chr8:35136663-35136981|ORR1E	chr8:35136492-35137146|peak_295111	7
chr8	35228172	35228473	ORR1D2	chr8:35228172-35228473|ORR1D2	chr8:35227992-35228906|peak_295133	3
chr8	35241800	35242082	ORR1E	chr8:35241800-35242082|ORR1E	chr8:35241823-35242333|peak_295137	3
chr8	35508456	35508695	ORR1E	chr8:35508456-35508695|ORR1E	chr8:35508344-35508857|peak_295195	8
chr8	35578707	35578892	ORR1D2	chr8:35578707-35578892|ORR1D2	chr8:35578535-35579090|peak_295209	4
chr8	35626800	35627133	ORR1D2	chr8:35626800-35627133|ORR1D2	chr8:35626899-35627388|peak_295230	2
chr8	35627142	35627209	ORR1D2	chr8:35627142-35627209|ORR1D2	chr8:35626899-35627388|peak_295230	2
chr8	35650501	35650841	ORR1E	chr8:35650501-35650841|ORR1E	chr8:35650438-35651707|peak_295240	5
chr8	36112745	36113091	ORR1E	chr8:36112745-36113091|ORR1E	chr8:36112555-36113110|peak_295334	4
chr8	36120569	36120916	ORR1D2	chr8:36120569-36120916|ORR1D2	chr8:36120515-36121074|peak_295338	2
chr8	36267396	36267492	ORR1E	chr8:36267396-36267492|ORR1E	chr8:36267198-36268305|peak_295387	6
chr8	36267917	36268144	ORR1E	chr8:36267917-36268144|ORR1E	chr8:36267198-36268305|peak_295387	6
chr8	36698557	36698887	ORR1D2	chr8:36698557-36698887|ORR1D2	chr8:36698528-36698777|peak_295466	6
chr8	39020521	39020823	ORR1E	chr8:39020521-39020823|ORR1E	chr8:39020149-39021277|peak_295571	3
chr8	40311142	40311452	ORR1E	chr8:40311142-40311452|ORR1E	chr8:40310997-40311588|peak_295672	6
chr8	40312951	40313280	ORR1E	chr8:40312951-40313280|ORR1E	chr8:40312933-40313488|peak_295673	7
chr8	41033379	41033661	ORR1D2	chr8:41033379-41033661|ORR1D2	chr8:41033209-41034025|peak_295794	1
chr8	45062888	45063253	ORR1D2	chr8:45062888-45063253|ORR1D2	chr8:45062798-45063452|peak_296016	1
chr8	45889821	45890006	ORR1E	chr8:45889821-45890006|ORR1E	chr8:45889624-45890264|peak_296112	7
chr8	46022221	46022490	ORR1E	chr8:46022221-46022490|ORR1E	chr8:46022091-46022684|peak_296138	8
chr8	46030502	46030706	ORR1D2	chr8:46030502-46030706|ORR1D2	chr8:46029873-46030942|peak_296139	3
chr8	46031871	46032161	ORR1D2	chr8:46031871-46032161|ORR1D2	chr8:46031288-46032378|peak_296140	4
chr8	46400637	46400971	ORR1D2	chr8:46400637-46400971|ORR1D2	chr8:46400587-46401164|peak_296210	5
chr8	46422860	46422914	ORR1E	chr8:46422860-46422914|ORR1E	chr8:46422603-46423138|peak_296216	8
chr8	46502936	46503103	ORR1E	chr8:46502936-46503103|ORR1E	chr8:46502570-46503150|peak_296242	7
chr8	46508563	46508650	ORR1E	chr8:46508563-46508650|ORR1E	chr8:46508409-46509622|peak_296244	1
chr8	46651813	46652140	ORR1E	chr8:46651813-46652140|ORR1E	chr8:46651788-46652391|peak_296282	1
chr8	46769325	46769645	ORR1E	chr8:46769325-46769645|ORR1E	chr8:46769198-46770396|peak_296320	6
chr8	46861324	46861573	ORR1E	chr8:46861324-46861573|ORR1E	chr8:46861033-46861612|peak_296360	7
chr8	47553736	47554067	ORR1E	chr8:47553736-47554067|ORR1E	chr8:47553554-47554203|peak_296503	6
chr8	48919766	48919901	ORR1E	chr8:48919766-48919901|ORR1E	chr8:48919700-48919963|peak_296697	8
chr8	49500246	49500579	ORR1E	chr8:49500246-49500579|ORR1E	chr8:49500224-49500455|peak_296711	8
chr8	54072728	54073045	ORR1D2	chr8:54072728-54073045|ORR1D2	chr8:54072541-54073105|peak_296861	1
chr8	54226920	54227263	ORR1E	chr8:54226920-54227263|ORR1E	chr8:54227000-54227247|peak_296876	1
chr8	54582946	54583220	ORR1E	chr8:54582946-54583220|ORR1E	chr8:54582870-54583453|peak_296935	1
chr8	57609620	57609936	ORR1E	chr8:57609620-57609936|ORR1E	chr8:57609605-57609862|peak_297182	8
chr8	57616509	57616649	ORR1E	chr8:57616509-57616649|ORR1E	chr8:57616384-57617002|peak_297187	7
chr8	57622888	57623166	ORR1D2	chr8:57622888-57623166|ORR1D2	chr8:57622676-57623271|peak_297189	5
chr8	60301121	60301472	ORR1E	chr8:60301121-60301472|ORR1E	chr8:60301285-60301542|peak_297277	8
chr8	60871411	60871724	ORR1E	chr8:60871411-60871724|ORR1E	chr8:60870682-60872359|peak_297327	2
chr8	61448931	61449230	ORR1E	chr8:61448931-61449230|ORR1E	chr8:61448454-61449329|peak_297437	3
chr8	61478245	61478633	ORR1D2	chr8:61478245-61478633|ORR1D2	chr8:61478161-61478446|peak_297444	3
chr8	61993559	61993671	ORR1E	chr8:61993559-61993671|ORR1E	chr8:61993467-61993724|peak_297553	8
chr8	64413762	64414010	ORR1E	chr8:64413762-64414010|ORR1E	chr8:64413609-64414202|peak_297659	8
chr8	66404713	66404987	ORR1E	chr8:66404713-66404987|ORR1E	chr8:66404646-66405181|peak_297815	2
chr8	68187217	68187597	ORR1E	chr8:68187217-68187597|ORR1E	chr8:68187393-68187650|peak_298038	8
chr8	68257649	68258008	ORR1E	chr8:68257649-68258008|ORR1E	chr8:68257566-68257993|peak_298057	8
chr8	68294651	68294709	ORR1E	chr8:68294651-68294709|ORR1E	chr8:68294485-68295092|peak_298068	3
chr8	68554203	68554524	ORR1E	chr8:68554203-68554524|ORR1E	chr8:68554148-68554480|peak_298113	1
chr8	68653275	68653608	ORR1E	chr8:68653275-68653608|ORR1E	chr8:68653350-68653603|peak_298131	3
chr8	68830948	68831222	ORR1E	chr8:68830948-68831222|ORR1E	chr8:68830882-68831407|peak_298159	3
chr8	68948375	68948629	ORR1E	chr8:68948375-68948629|ORR1E	chr8:68948281-68948804|peak_298185	8
chr8	69188947	69189162	ORR1D2	chr8:69188947-69189162|ORR1D2	chr8:69188797-69190053|peak_298242	4
chr8	70558325	70558621	ORR1E	chr8:70558325-70558621|ORR1E	chr8:70558229-70558827|peak_298462	1
chr8	71224742	71224834	ORR1D2	chr8:71224742-71224834|ORR1D2	chr8:71224439-71225046|peak_298610	5
chr8	71591455	71591571	ORR1E	chr8:71591455-71591571|ORR1E	chr8:71591271-71592841|peak_298697	2
chr8	72583117	72583392	ORR1D2	chr8:72583117-72583392|ORR1D2	chr8:72582922-72584332|peak_298931	5
chr8	73099567	73099897	ORR1E	chr8:73099567-73099897|ORR1E	chr8:73099388-73100055|peak_298991	6
chr8	73289554	73289844	ORR1E	chr8:73289554-73289844|ORR1E	chr8:73289542-73290194|peak_299019	8
chr8	74505344	74505701	ORR1E	chr8:74505344-74505701|ORR1E	chr8:74505337-74505610|peak_299067	8
chr8	77279553	77279874	ORR1E	chr8:77279553-77279874|ORR1E	chr8:77279311-77280571|peak_299267	3
chr8	77284529	77284863	ORR1E	chr8:77284529-77284863|ORR1E	chr8:77284421-77284938|peak_299270	3
chr8	77623744	77624025	ORR1E	chr8:77623744-77624025|ORR1E	chr8:77623614-77624351|peak_299353	3
chr8	77895308	77895659	ORR1E	chr8:77895308-77895659|ORR1E	chr8:77895180-77895760|peak_299381	8
chr8	78127671	78128063	ORR1D2	chr8:78127671-78128063|ORR1D2	chr8:78127756-78128321|peak_299414	6
chr8	78390763	78390933	ORR1E	chr8:78390763-78390933|ORR1E	chr8:78390563-78391064|peak_299434	8
chr8	78542543	78542795	ORR1D2	chr8:78542543-78542795|ORR1D2	chr8:78542360-78542971|peak_299445	3
chr8	78622335	78622613	ORR1D2	chr8:78622335-78622613|ORR1D2	chr8:78622199-78622923|peak_299453	4
chr8	78630275	78630482	ORR1E	chr8:78630275-78630482|ORR1E	chr8:78630206-78631666|peak_299459	2
chr8	79161544	79161887	ORR1D2	chr8:79161544-79161887|ORR1D2	chr8:79161296-79162072|peak_299556	2
chr8	79613028	79613317	ORR1D2	chr8:79613028-79613317|ORR1D2	chr8:79612888-79613523|peak_299670	2
chr8	79649591	79649881	ORR1E	chr8:79649591-79649881|ORR1E	chr8:79649103-79650008|peak_299682	4
chr8	80817184	80817543	ORR1E	chr8:80817184-80817543|ORR1E	chr8:80817139-80817634|peak_299854	2
chr8	80916453	80916792	ORR1E	chr8:80916453-80916792|ORR1E	chr8:80916352-80917201|peak_299890	6
chr8	80970128	80970234	ORR1D2	chr8:80970128-80970234|ORR1D2	chr8:80970102-80970359|peak_299905	6
chr8	80975708	80976044	ORR1E	chr8:80975708-80976044|ORR1E	chr8:80975696-80976564|peak_299907	2
chr8	82759165	82759567	ORR1E	chr8:82759165-82759567|ORR1E	chr8:82759007-82759573|peak_300171	3
chr8	82874161	82874506	ORR1D2	chr8:82874161-82874506|ORR1D2	chr8:82873980-82874625|peak_300188	5
chr8	82914579	82914904	ORR1E	chr8:82914579-82914904|ORR1E	chr8:82914407-82914990|peak_300196	7
chr8	83158603	83158889	ORR1E	chr8:83158603-83158889|ORR1E	chr8:83158370-83159477|peak_300250	2
chr8	83859594	83859930	ORR1D2	chr8:83859594-83859930|ORR1D2	chr8:83859414-83860419|peak_300398	5
chr8	84297839	84297940	ORR1E	chr8:84297839-84297940|ORR1E	chr8:84297590-84298176|peak_300496	8
chr8	85115347	85115695	ORR1D2	chr8:85115347-85115695|ORR1D2	chr8:85115246-85115789|peak_300667	5
chr8	85408304	85408613	ORR1D2	chr8:85408304-85408613|ORR1D2	chr8:85407977-85408673|peak_300693	2
chr8	85447680	85448022	ORR1D2	chr8:85447680-85448022|ORR1D2	chr8:85447786-85448033|peak_300703	1
chr8	85450356	85450731	ORR1D2	chr8:85450356-85450731|ORR1D2	chr8:85450236-85450824|peak_300704	4
chr8	85531532	85531837	ORR1D2	chr8:85531532-85531837|ORR1D2	chr8:85531388-85532027|peak_300725	5
chr8	86780798	86781017	ORR1D2	chr8:86780798-86781017|ORR1D2	chr8:86780685-86781202|peak_300910	3
chr8	88175325	88175520	ORR1D2	chr8:88175325-88175520|ORR1D2	chr8:88175143-88175734|peak_301097	4
chr8	88544770	88544996	ORR1E	chr8:88544770-88544996|ORR1E	chr8:88544592-88545127|peak_301177	5
chr8	88618959	88619209	ORR1D2	chr8:88618959-88619209|ORR1D2	chr8:88618504-88619672|peak_301200	4
chr8	88783785	88784138	ORR1D2	chr8:88783785-88784138|ORR1D2	chr8:88783447-88784252|peak_301251	1
chr8	90143683	90143962	ORR1E	chr8:90143683-90143962|ORR1E	chr8:90143532-90144031|peak_301338	3
chr8	90356818	90357108	ORR1D2	chr8:90356818-90357108|ORR1D2	chr8:90356658-90357237|peak_301353	1
chr8	90822457	90822550	ORR1E	chr8:90822457-90822550|ORR1E	chr8:90822253-90823098|peak_301393	6
chr8	91154552	91154863	ORR1E	chr8:91154552-91154863|ORR1E	chr8:91154450-91154949|peak_301469	2
chr8	91501570	91501739	ORR1D2	chr8:91501570-91501739|ORR1D2	chr8:91501444-91502457|peak_301556	5
chr8	92291913	92291978	ORR1D2	chr8:92291913-92291978|ORR1D2	chr8:92291668-92292185|peak_301668	6
chr8	94224479	94224725	ORR1E	chr8:94224479-94224725|ORR1E	chr8:94224566-94225270|peak_301878	2
chr8	95648330	95648602	ORR1E	chr8:95648330-95648602|ORR1E	chr8:95648160-95648661|peak_302261	2
chr8	96970430	96970772	ORR1E	chr8:96970430-96970772|ORR1E	chr8:96970284-96970779|peak_302341	8
chr8	103867414	103867668	ORR1D2	chr8:103867414-103867668|ORR1D2	chr8:103867327-103867886|peak_302540	6
chr8	103979026	103979310	ORR1D2	chr8:103979026-103979310|ORR1D2	chr8:103978823-103979457|peak_302562	3
chr8	104117929	104118210	ORR1E	chr8:104117929-104118210|ORR1E	chr8:104117787-104118347|peak_302593	7
chr8	104799094	104799416	ORR1D2	chr8:104799094-104799416|ORR1D2	chr8:104798918-104799865|peak_302720	1
chr8	105481604	105481927	ORR1D2	chr8:105481604-105481927|ORR1D2	chr8:105481374-105482006|peak_302846	5
chr8	105499851	105500193	ORR1D2	chr8:105499851-105500193|ORR1D2	chr8:105499728-105500384|peak_302851	5
chr8	106232745	106233101	ORR1D2	chr8:106232745-106233101|ORR1D2	chr8:106232839-106233338|peak_303034	6
chr8	106415963	106416043	ORR1D2	chr8:106415963-106416043|ORR1D2	chr8:106415007-106416294|peak_303076	2
chr8	107146264	107146388	ORR1E	chr8:107146264-107146388|ORR1E	chr8:107146024-107146615|peak_303249	6
chr8	107578234	107578481	ORR1D2	chr8:107578234-107578481|ORR1D2	chr8:107578073-107578651|peak_303340	1
chr8	107830311	107830594	ORR1E	chr8:107830311-107830594|ORR1E	chr8:107830187-107830700|peak_303352	3
chr8	108206061	108206412	ORR1E	chr8:108206061-108206412|ORR1E	chr8:108205970-108206520|peak_303386	1
chr8	109019536	109019899	ORR1D2	chr8:109019536-109019899|ORR1D2	chr8:109019369-109020036|peak_303558	5
chr8	109355183	109355515	ORR1E	chr8:109355183-109355515|ORR1E	chr8:109355057-109355625|peak_303588	8
chr8	109544068	109544411	ORR1D2	chr8:109544068-109544411|ORR1D2	chr8:109543977-109544571|peak_303613	1
chr8	110181254	110181539	ORR1E	chr8:110181254-110181539|ORR1E	chr8:110181192-110181751|peak_303723	8
chr8	111415570	111415915	ORR1D2	chr8:111415570-111415915|ORR1D2	chr8:111415625-111415912|peak_303936	6
chr8	111923632	111923754	ORR1E	chr8:111923632-111923754|ORR1E	chr8:111923394-111923988|peak_304093	3
chr8	112788401	112788705	ORR1D2	chr8:112788401-112788705|ORR1D2	chr8:112788473-112788738|peak_304143	6
chr8	113548539	113548887	ORR1E	chr8:113548539-113548887|ORR1E	chr8:113548597-113548852|peak_304181	3
chr8	113694527	113694868	ORR1E	chr8:113694527-113694868|ORR1E	chr8:113694319-113694914|peak_304200	3
chr8	113906467	113906773	ORR1E	chr8:113906467-113906773|ORR1E	chr8:113906028-113906818|peak_304222	1
chr8	114114972	114115264	ORR1E	chr8:114114972-114115264|ORR1E	chr8:114114946-114115481|peak_304241	8
chr8	114124080	114124415	ORR1E	chr8:114124080-114124415|ORR1E	chr8:114123569-114124536|peak_304245	1
chr8	114476445	114476555	ORR1E	chr8:114476445-114476555|ORR1E	chr8:114476196-114476713|peak_304275	1
chr8	114565463	114565808	ORR1E	chr8:114565463-114565808|ORR1E	chr8:114565193-114565752|peak_304288	4
chr8	114957193	114957479	ORR1E	chr8:114957193-114957479|ORR1E	chr8:114957086-114957687|peak_304384	3
chr8	115018537	115018877	ORR1E	chr8:115018537-115018877|ORR1E	chr8:115018448-115019012|peak_304400	1
chr8	115387814	115387989	ORR1E	chr8:115387814-115387989|ORR1E	chr8:115387681-115388216|peak_304492	5
chr8	115450721	115451131	ORR1D2	chr8:115450721-115451131|ORR1D2	chr8:115450673-115451298|peak_304518	1
chr8	115758404	115758709	ORR1D2	chr8:115758404-115758709|ORR1D2	chr8:115758360-115758625|peak_304602	6
chr8	116268761	116269097	ORR1D2	chr8:116268761-116269097|ORR1D2	chr8:116268614-116269181|peak_304671	5
chr8	116336452	116336815	ORR1E	chr8:116336452-116336815|ORR1E	chr8:116336293-116336856|peak_304678	8
chr8	116480971	116481155	ORR1E	chr8:116480971-116481155|ORR1E	chr8:116480778-116481381|peak_304708	3
chr8	116498661	116499019	ORR1E	chr8:116498661-116499019|ORR1E	chr8:116498574-116499893|peak_304713	3
chr8	116795793	116796070	ORR1E	chr8:116795793-116796070|ORR1E	chr8:116795589-116796193|peak_304776	6
chr8	116927829	116928153	ORR1E	chr8:116927829-116928153|ORR1E	chr8:116927778-116928363|peak_304798	4
chr8	117233380	117233517	ORR1E	chr8:117233380-117233517|ORR1E	chr8:117233060-117233741|peak_304890	2
chr8	117280026	117280324	ORR1E	chr8:117280026-117280324|ORR1E	chr8:117279958-117281117|peak_304908	6
chr8	117352278	117352605	ORR1E	chr8:117352278-117352605|ORR1E	chr8:117352032-117352658|peak_304946	5
chr8	117577074	117577440	ORR1E	chr8:117577074-117577440|ORR1E	chr8:117576965-117577597|peak_305041	7
chr8	117714038	117714383	ORR1D2	chr8:117714038-117714383|ORR1D2	chr8:117714061-117715092|peak_305070	6
chr8	118274745	118275135	ORR1E	chr8:118274745-118275135|ORR1E	chr8:118274635-118275194|peak_305106	1
chr8	118603297	118603635	ORR1E	chr8:118603297-118603635|ORR1E	chr8:118603230-118603805|peak_305132	8
chr8	119072382	119072662	ORR1E	chr8:119072382-119072662|ORR1E	chr8:119072143-119072736|peak_305168	8
chr8	120867471	120867778	ORR1E	chr8:120867471-120867778|ORR1E	chr8:120867299-120867876|peak_305692	3
chr8	121030732	121031076	ORR1D2	chr8:121030732-121031076|ORR1D2	chr8:121030397-121031366|peak_305729	3
chr8	121761441	121761665	ORR1E	chr8:121761441-121761665|ORR1E	chr8:121761400-121761953|peak_305857	1
chr8	122197458	122197694	ORR1E	chr8:122197458-122197694|ORR1E	chr8:122197210-122197771|peak_305983	4
chr8	122247691	122248019	ORR1E	chr8:122247691-122248019|ORR1E	chr8:122247746-122248265|peak_305993	2
chr8	122764821	122765200	ORR1D2	chr8:122764821-122765200|ORR1D2	chr8:122764744-122765312|peak_306180	1
chr8	125093414	125093772	ORR1E	chr8:125093414-125093772|ORR1E	chr8:125093447-125093964|peak_306704	1
chr8	125217527	125217709	ORR1E	chr8:125217527-125217709|ORR1E	chr8:125217272-125217851|peak_306731	2
chr8	125293582	125293764	ORR1E	chr8:125293582-125293764|ORR1E	chr8:125292894-125294547|peak_306752	3
chr8	125310539	125310751	ORR1E	chr8:125310539-125310751|ORR1E	chr8:125310491-125311059|peak_306757	2
chr8	125427296	125427454	ORR1E	chr8:125427296-125427454|ORR1E	chr8:125426976-125427619|peak_306794	3
chr8	125531676	125531996	ORR1E	chr8:125531676-125531996|ORR1E	chr8:125531524-125532530|peak_306824	2
chr8	125600005	125600278	ORR1D2	chr8:125600005-125600278|ORR1D2	chr8:125599919-125600888|peak_306845	5
chr8	125606897	125607234	ORR1E	chr8:125606897-125607234|ORR1E	chr8:125606786-125607469|peak_306847	6
chr8	125719995	125720358	ORR1E	chr8:125719995-125720358|ORR1E	chr8:125719923-125720580|peak_306876	6
chr8	125820661	125821006	ORR1E	chr8:125820661-125821006|ORR1E	chr8:125820729-125821248|peak_306897	1
chr8	125920850	125921052	ORR1E	chr8:125920850-125921052|ORR1E	chr8:125920612-125921113|peak_306919	8
chr8	125960127	125960428	ORR1E	chr8:125960127-125960428|ORR1E	chr8:125959990-125960564|peak_306925	8
chr8	126097409	126097610	ORR1E	chr8:126097409-126097610|ORR1E	chr8:126097235-126097770|peak_306949	5
chr8	126163402	126163613	ORR1E	chr8:126163402-126163613|ORR1E	chr8:126163192-126164394|peak_306954	7
chr8	126221664	126221977	ORR1E	chr8:126221664-126221977|ORR1E	chr8:126221594-126222096|peak_306963	3
chr8	126431051	126431344	ORR1D2	chr8:126431051-126431344|ORR1D2	chr8:126430873-126431450|peak_306980	6
chr8	126446603	126446881	ORR1E	chr8:126446603-126446881|ORR1E	chr8:126446504-126447178|peak_306983	7
chr8	126564626	126564955	ORR1E	chr8:126564626-126564955|ORR1E	chr8:126564444-126564947|peak_307023	2
chr8	126654582	126654919	ORR1E	chr8:126654582-126654919|ORR1E	chr8:126654303-126655025|peak_307068	3
chr8	126789196	126789505	ORR1E	chr8:126789196-126789505|ORR1E	chr8:126788413-126789626|peak_307121	7
chr8	126881167	126881511	ORR1E	chr8:126881167-126881511|ORR1E	chr8:126881072-126881615|peak_307164	7
chr8	126908957	126909193	ORR1E	chr8:126908957-126909193|ORR1E	chr8:126908629-126909862|peak_307177	6
chr8	127506336	127506601	ORR1D2	chr8:127506336-127506601|ORR1D2	chr8:127506201-127506839|peak_307285	5
chr8	127579518	127579881	ORR1D2	chr8:127579518-127579881|ORR1D2	chr8:127579314-127579949|peak_307298	6
chr8	127836926	127837226	ORR1E	chr8:127836926-127837226|ORR1E	chr8:127836730-127837353|peak_307365	5
chr8	127882630	127882805	ORR1E	chr8:127882630-127882805|ORR1E	chr8:127882444-127883029|peak_307374	3
chr8	127909635	127909944	ORR1E	chr8:127909635-127909944|ORR1E	chr8:127909459-127910078|peak_307381	3
chr8	127963002	127963193	ORR1E	chr8:127963002-127963193|ORR1E	chr8:127962754-127963357|peak_307388	3
chr8	128148606	128148796	ORR1D2	chr8:128148606-128148796|ORR1D2	chr8:128148225-128148987|peak_307430	3
chr8	128225154	128225426	ORR1E	chr8:128225154-128225426|ORR1E	chr8:128224618-128225607|peak_307451	3
chr8	128391132	128391477	ORR1D2	chr8:128391132-128391477|ORR1D2	chr8:128390709-128391844|peak_307490	3
chr8	128460887	128461189	ORR1E	chr8:128460887-128461189|ORR1E	chr8:128460797-128461332|peak_307517	8
chr8	128517702	128517990	ORR1E	chr8:128517702-128517990|ORR1E	chr8:128517466-128518346|peak_307540	4
chr9	7778743	7779048	ORR1E	chr9:7778743-7779048|ORR1E	chr9:7778652-7779246|peak_307905	5
chr9	8710032	8710273	ORR1E	chr9:8710032-8710273|ORR1E	chr9:8709850-8710385|peak_308018	5
chr9	9207538	9207872	ORR1E	chr9:9207538-9207872|ORR1E	chr9:9207453-9207982|peak_308079	1
chr9	13574924	13575278	ORR1E	chr9:13574924-13575278|ORR1E	chr9:13573859-13575437|peak_308294	6
chr9	13608929	13609032	ORR1E	chr9:13608929-13609032|ORR1E	chr9:13607967-13609232|peak_308305	4
chr9	13742699	13742829	ORR1E	chr9:13742699-13742829|ORR1E	chr9:13742234-13742965|peak_308341	6
chr9	14006444	14006686	ORR1D2	chr9:14006444-14006686|ORR1D2	chr9:14006135-14006811|peak_308389	1
chr9	14567464	14567743	ORR1E	chr9:14567464-14567743|ORR1E	chr9:14567321-14567840|peak_308533	7
chr9	14568643	14568996	ORR1D2	chr9:14568643-14568996|ORR1D2	chr9:14568232-14569068|peak_308534	3
chr9	14657995	14658296	ORR1E	chr9:14657995-14658296|ORR1E	chr9:14657787-14658413|peak_308553	3
chr9	14698007	14698309	ORR1E	chr9:14698007-14698309|ORR1E	chr9:14697780-14698394|peak_308562	6
chr9	14876303	14876411	ORR1E	chr9:14876303-14876411|ORR1E	chr9:14875973-14877030|peak_308612	3
chr9	15187721	15187901	ORR1E	chr9:15187721-15187901|ORR1E	chr9:15187454-15188068|peak_308689	7
chr9	15664186	15664499	ORR1E	chr9:15664186-15664499|ORR1E	chr9:15664062-15665016|peak_308786	8
chr9	16123351	16123564	ORR1D2	chr9:16123351-16123564|ORR1D2	chr9:16123136-16123649|peak_308839	6
chr9	16283179	16283468	ORR1E	chr9:16283179-16283468|ORR1E	chr9:16283015-16283534|peak_308858	1
